word1,word2,bigram,pmi,freq,mean_prob_compound,mean_prob_control,boost_ratio,mean_rank_compound,mean_rank_control,best_rank_compound,top5_after_w1
balance,sheet,balance sheet,11.943217342685434,62,9.252110610447062e-05,6.370301127489597e-05,1.4523819871750907,4423.625,5315.5,207,"[('set', 0.048214592039585114), ('also', 0.026933301240205765), ('a', 0.025017788633704185), ('not', 0.02385157160460949), ('then', 0.018345067277550697)]"
enhancement,program,enhancement program,11.905824659157302,56,6.139653345371698e-05,1.1012609153482344e-05,5.575112364203221,3943.625,6285.5,414,"[('made', 0.047298066318035126), ('not', 0.03131654113531113), ('a', 0.027361910790205002), ('done', 0.02564302273094654), ('achieved', 0.021686045452952385)]"
precious,metals,precious metals,11.889246757450863,20,1.5391925948904372e-05,1.3640377827250916e-06,11.284090619655851,5704.125,17277.625,709,"[('the', 0.055861975997686386), ('her', 0.052046846598386765), ('hes', 0.048118941485881805), ('a', 0.046743206679821014), ('ps', 0.02575228177011013)]"
ivory,coast,ivory coast,11.858336278435091,37,0.00020519882799163724,0.00010651867290079053,1.92641179619986,5969.375,7325.25,72,"[('found', 0.05151847004890442), ('a', 0.03203054890036583), ('not', 0.025155073031783104), ('also', 0.019789837300777435), ('the', 0.019625797867774963)]"
via,customer,via customer,11.819948500622253,24,6.4096077863951e-05,1.5839721065447065e-05,4.046540819697315,3062.625,6290.375,281,"[('a', 0.07269269227981567), ('not', 0.03399170935153961), ('the', 0.029656918719410896), ('also', 0.025423869490623474), ('an', 0.019756972789764404)]"
cable,television,cable television,11.780281505006032,29,0.00030783717272697686,4.8328142227660464e-05,6.369729075801039,1394.875,4371.375,112,"[('not', 0.02252947725355625), ('a', 0.021718354895710945), ('also', 0.020448943600058556), ('installed', 0.016136877238750458), ('set', 0.016075560823082924)]"
discontinued,operations,discontinued operations,11.77055441831504,246,7.101547467414093e-06,1.1553439325240333e-06,6.146695600763341,9476.375,15839.25,2402,"[('a', 0.09394977986812592), ('the', 0.06319917738437653), ('not', 0.03124149516224861), ('released', 0.027212129905819893), ('an', 0.02088910900056362)]"
raw,materials,raw materials,11.684553731736505,30,5.1732194874531956e-05,9.56454142508889e-06,5.408748059664677,4758.25,12721.75,215,"[('a', 0.05313888564705849), ('hes', 0.03825056552886963), ('not', 0.03381013497710228), ('the', 0.020625976845622063), ('made', 0.017474481835961342)]"
tariff,cuts,tariff cuts,11.676982603802031,23,4.302673164602311e-05,1.7299810082249678e-05,2.487121618182983,3209.875,6587.875,206,"[('imposed', 0.05521120876073837), ('set', 0.03742966800928116), ('not', 0.024561211466789246), ('due', 0.0218210406601429), ('introduced', 0.021646108478307724)]"
non,performing,non performing,11.66407758973749,28,1.5138359856337047e-05,2.5347410428366857e-06,5.972349680105928,8834.375,11953.5,1423,"[('a', 0.05280962958931923), ('not', 0.026755675673484802), ('the', 0.024737970903515816), ('also', 0.013496468774974346), ('to', 0.011951006948947906)]"
import,fee,import fee,11.653810188190475,32,1.2028283702392173e-05,1.596449653362697e-06,7.534395887183966,5591.125,13040.0,2398,"[('made', 0.06307431310415268), ('not', 0.03762777894735336), ('a', 0.0375821590423584), ('done', 0.020348748192191124), ('approved', 0.018013279885053635)]"
burnt,offerings,burnt offerings,11.645420452731235,86,3.832241564083461e-06,5.85139656505973e-07,6.549276777729971,15632.125,23803.875,3457,"[('a', 0.07440327107906342), ('not', 0.043727416545152664), ('the', 0.041496098041534424), ('hes', 0.029130294919013977), ('so', 0.01511098351329565)]"
mast,heads,mast heads,11.642081049403124,37,1.9942757781166165e-05,2.6207313482018435e-05,0.7609615459001338,3328.125,7016.375,1057,"[('removed', 0.04145212471485138), ('a', 0.020661361515522003), ('not', 0.019705884158611298), ('also', 0.01738852448761463), ('placed', 0.01483579445630312)]"
wholly,owned,wholly owned,11.641373973433543,117,0.00018719682898549195,1.6234691033290005e-05,11.530667790451691,5899.25,15281.0,109,"[('not', 0.08166605979204178), ('her', 0.031207654625177383), ('a', 0.027077915146946907), ('hes', 0.02202317677438259), ('the', 0.01819736137986183)]"
real,estate,real estate,11.626117514856565,161,6.667313404484787e-06,2.8476799744936443e-06,2.3413141449190844,11283.125,14869.5,1308,"[('that', 0.18174822628498077), ('the', 0.06983909010887146), (',', 0.05920342355966568), ('a', 0.052951909601688385), ('not', 0.02667163871228695)]"
executive,officer,executive officer,11.624019250043153,85,5.4341502544019704e-05,1.9167946330611585e-05,2.8350195480897846,4142.625,8601.25,439,"[('also', 0.051494523882865906), ('not', 0.03714023530483246), ('asked', 0.03535466268658638), ('fired', 0.018396833911538124), ('a', 0.018268298357725143)]"
holy,ghost,holy ghost,11.607406276829984,90,3.654716530832047e-05,3.514979031038479e-05,1.0397548601455764,3095.625,2882.5,846,"[('hes', 0.07959777861833572), ('a', 0.0713319405913353), ('the', 0.06085676699876785), ('her', 0.04391985386610031), ('not', 0.025433799251914024)]"
limited,partnership,limited partnership,11.600577167640573,48,1.0294654309461748e-05,5.473875841488507e-07,18.806883107276196,10972.25,23177.875,2747,"[('the', 0.06429027020931244), ('a', 0.055724404752254486), ('hes', 0.03502421826124191), ('not', 0.020877409726381302), ('her', 0.02055640146136284)]"
optimal,policy,optimal policy,11.58396851803507,23,5.4584809710434e-05,1.0952043005829637e-05,4.983984237587379,2890.5,6300.125,544,"[('to', 0.20134790241718292), ('the', 0.07231946289539337), ('a', 0.05674860626459122), ('that', 0.02227620594203472), ('not', 0.02171390689909458)]"
undisclosed,sum,undisclosed sum,11.565398973899537,20,4.4230176570181357e-05,1.7211511320169848e-05,2.5698020207178924,2332.125,3836.125,532,"[('a', 0.05483674630522728), ('the', 0.051005952060222626), ('not', 0.037803322076797485), ('revealed', 0.02051398903131485), ('that', 0.020253194496035576)]"
fully,diluted,fully diluted,11.535140106210381,47,3.1536328661263546e-06,8.584793400601143e-06,0.36735104957861003,20449.125,16817.75,5119,"[('her', 0.11591973900794983), ('hes', 0.11514231562614441), ('p', 0.026905393227934837), ('hers', 0.020731162279844284), ('able', 0.012636885046958923)]"
armed,forces,armed forces,11.522888811889956,33,2.1571907161899162e-05,2.7765733250362246e-06,7.769255350610171,4486.75,12701.25,642,"[('a', 0.05953933298587799), ('not', 0.03737121447920799), ('shot', 0.024330532178282738), ('also', 0.022532470524311066), ('armed', 0.019304389134049416)]"
credit,guarantees,credit guarantees,11.462910898420532,53,2.481379416607865e-06,2.5530411118523944e-07,9.719308494830566,10836.375,25635.375,3797,"[('given', 0.07301642000675201), ('due', 0.056565381586551666), ('not', 0.030237561091780663), ('awarded', 0.025942211970686913), ('also', 0.021405192092061043)]"
entertainment,marketing,entertainment marketing,11.421256039842634,28,2.7236400200081334e-05,9.632844047757771e-06,2.8274515880303417,2449.125,5191.375,1143,"[('a', 0.041247010231018066), ('great', 0.03957406431436539), ('also', 0.03358888998627663), ('so', 0.02240474708378315), ('very', 0.022223439067602158)]"
hostile,takeover,hostile takeover,11.380058902850747,23,9.587942029209984e-06,7.254550298263496e-07,13.21645261940637,14523.125,25361.0,1275,"[('a', 0.05231964588165283), ('not', 0.04394342005252838), ('the', 0.03352950140833855), ('also', 0.014165366068482399), ('an', 0.012578767724335194)]"
sperm,whale,sperm whale,11.364510472005323,183,0.00012736871444118947,3.055559938625052e-05,4.168424675004188,4045.0,8521.625,217,"[('found', 0.05361402779817581), ('removed', 0.03389401361346245), ('taken', 0.023852147161960602), ('then', 0.023833228275179863), ('not', 0.020987067371606827)]"
privately,held,privately held,11.336731658628352,95,0.0007205432630001951,7.441202076208242e-05,9.683156775220342,9699.75,10944.125,24,"[('founded', 0.03782359138131142), ('not', 0.02955496683716774), ('a', 0.023817213252186775), ('the', 0.02094610035419464), ('her', 0.01865345612168312)]"
coarse,grain,coarse grain,11.33269100787759,37,0.00025376316906644547,2.3025118770725328e-05,11.021144845910019,1985.75,5688.0,100,"[('hes', 0.09468360245227814), ('a', 0.04872443899512291), ('the', 0.03339032828807831), ('not', 0.02519799768924713), ('made', 0.017515506595373154)]"
cubic,feet,cubic feet,11.32054129198154,89,0.00013628620217787102,7.031733605344925e-05,1.93815934770734,2388.5,5208.375,112,"[('hes', 0.07989838719367981), ('her', 0.07290554791688919), ('a', 0.027036171406507492), ('hers', 0.022276706993579865), ('made', 0.02199534885585308)]"
semi,annual,semi annual,11.29035362135168,31,7.489193734500077e-06,4.9421009675754135e-06,1.5153866308349144,7815.375,9273.5,2405,"[('a', 0.05691257119178772), ('built', 0.025790460407733917), ('the', 0.019551610574126244), ('made', 0.015937605872750282), ('not', 0.014706962741911411)]"
undisclosed,terms,undisclosed terms,11.27577327219921,103,1.4073012344795188e-05,3.123507115176949e-06,4.505516339762825,7324.25,11720.125,1118,"[('a', 0.05483674630522728), ('the', 0.051005952060222626), ('not', 0.037803322076797485), ('revealed', 0.02051398903131485), ('that', 0.020253194496035576)]"
statistics,institute,statistics institute,11.242168561247302,39,1.2675067182499333e-05,2.50059950016035e-06,5.068811371707684,10788.375,21559.5,1081,"[('compiled', 0.043181974440813065), ('published', 0.040715161710977554), ('not', 0.03791771084070206), ('based', 0.03235612064599991), ('released', 0.031171223148703575)]"
continual,burnt,continual burnt,11.234106039495108,20,5.5872982880345035e-06,0.00015869916811084295,0.03520685303234906,14229.5,2584.625,2791,"[('hes', 0.13737301528453827), ('the', 0.06311650574207306), ('a', 0.04005995765328407), ('ps', 0.026316095143556595), ('th', 0.024672504514455795)]"
computer,associates,computer associates,11.218427460525199,25,2.6022053123408995e-07,1.8075037622189427e-07,1.4396679922515672,18900.125,27950.25,14236,"[('able', 0.03154188394546509), ('running', 0.024885714054107666), ('not', 0.023483971133828163), ('in', 0.020293625071644783), ('also', 0.019587192684412003)]"
dairy,cattle,dairy cattle,11.206193660217696,23,0.00011119329372633047,5.9172284645470086e-06,18.791448461478804,1746.625,8090.875,344,"[('not', 0.03350522369146347), ('also', 0.026164066046476364), ('sold', 0.02241929993033409), ('a', 0.022179756313562393), ('found', 0.020975353196263313)]"
par,value,par value,11.183825847189242,23,3.086448095501737e-05,3.1895381532365263e-05,0.9676786880162632,2729.625,3231.5,455,"[('a', 0.03795165568590164), ('not', 0.018720470368862152), ('the', 0.01757686398923397), ('made', 0.014533206820487976), ('also', 0.01249728538095951)]"
peace,corps,peace corps,11.182754089017452,55,3.848207746681709e-06,1.0796114149336233e-06,3.564437809244824,11892.125,20434.25,3318,"[('broken', 0.04243629798293114), ('restored', 0.03705400228500366), ('not', 0.03276596963405609), ('short', 0.02593366429209709), ('a', 0.024911828339099884)]"
nil,nil,nil nil,11.170495516776757,237,0.003484689016630682,2.166822300697646e-06,1608.2024887360287,871.875,15755.875,6,"[('a', 0.04832605645060539), ('not', 0.043427739292383194), ('used', 0.038209520280361176), ('the', 0.035158392041921616), ('never', 0.01989920809864998)]"
news,conference,news conference,11.145620861916441,141,0.00012131788661307041,1.3051096698468712e-05,9.295608592594727,3179.875,11263.5,201,"[('reported', 0.06267274916172028), ('first', 0.061706747859716415), ('met', 0.05124340578913689), ('greeted', 0.03529167175292969), ('confirmed', 0.032005466520786285)]"
supreme,court,supreme court,11.124552497590475,50,0.0003781961738127393,3.6980091294935846e-05,10.227021096200769,858.25,2875.375,73,"[('a', 0.06980840861797333), ('the', 0.04460032656788826), ('not', 0.032705314457416534), ('also', 0.023377003148198128), (',', 0.016926825046539307)]"
utterly,destroyed,utterly destroyed,11.109724101698111,24,0.00013111398749288128,8.369861548374047e-05,1.5665012704822083,3525.125,8946.0,103,"[('hes', 0.1037217229604721), ('not', 0.06515571475028992), ('p', 0.05006670206785202), ('her', 0.03850729763507843), ('wolf', 0.036909688264131546)]"
regulatory,approval,regulatory approval,11.086331659505246,33,0.0002923319445926609,1.371809719685757e-05,21.309948486122835,1223.5,8270.625,58,"[('not', 0.03732496127486229), ('set', 0.026352109387516975), ('a', 0.02025378681719303), ('also', 0.017201891168951988), ('designed', 0.015490896068513393)]"
green,forest,green forest,11.069046793224613,66,0.0003265449952181143,0.00016412467644855155,1.9896154696790944,2532.125,4057.125,81,"[('a', 0.05642424151301384), ('the', 0.04212653636932373), ('hes', 0.035259854048490524), ('not', 0.01691928319633007), ('also', 0.011966031044721603)]"
convertible,preferred,convertible preferred,11.068235485615677,30,4.389440885432805e-06,5.1387200681318745e-06,0.8541895310963179,10844.0,12510.25,2004,"[('a', 0.04567745700478554), ('also', 0.030443767085671425), ('the', 0.022779593244194984), ('designed', 0.022673306986689568), ('built', 0.02076084539294243)]"
farmer,brown,farmer brown,11.059216397425361,100,2.842376183309625e-05,0.00042233335662444915,0.0673017212286442,3060.5,624.75,782,"[('arrested', 0.0307052843272686), ('a', 0.025647984817624092), ('not', 0.024157000705599785), ('taken', 0.018307287245988846), ('also', 0.01728070341050625)]"
preferred,dividends,preferred dividends,11.059133278508424,30,1.6956218775732168e-06,4.2322246118775553e-07,4.006455311503381,20115.375,26713.25,5324,"[('to', 0.20988701283931732), ('the', 0.10805211216211319), ('a', 0.09029883146286011), ('that', 0.07857277989387512), ('for', 0.02093854919075966)]"
television,interview,television interview,11.055466961310653,20,0.0001243461183531025,1.6448997425477785e-05,7.559495277232113,6092.625,12001.0,245,"[('a', 0.034462735056877136), ('also', 0.02735477313399315), ('not', 0.02604581043124199), ('set', 0.02475675940513611), ('on', 0.014312379993498325)]"
chief,executive,chief executive,11.037470498430045,153,5.358157173418476e-05,6.303380470029651e-06,8.500450193185422,1959.875,6892.625,573,"[('also', 0.054078470915555954), ('asked', 0.041199155151844025), ('not', 0.03050469607114792), ('arrested', 0.016413040459156036), ('in', 0.016256142407655716)]"
crude,postings,crude postings,11.016679631964658,29,1.541203184657336e-07,1.8905549692416201e-07,0.8152120460562838,29204.125,31236.375,16152,"[('found', 0.040281992405653), ('produced', 0.024758391082286835), ('made', 0.02329085022211075), ('sold', 0.021359844133257866), ('used', 0.021122755482792854)]"
half,chick,half chick,11.007091398804285,27,3.640216478473235e-06,1.0523177826016195e-05,0.3459236875645698,12035.125,10638.0,4108,"[('a', 0.06804396957159042), ('the', 0.021251333877444267), ('also', 0.014079319313168526), ('made', 0.01357170008122921), ('not', 0.013050680980086327)]"
newly,formed,newly formed,11.003214974657075,23,0.001556920573012377,0.00015952791808526712,9.759549248177414,12007.75,20390.875,10,"[('released', 0.03236584737896919), ('hes', 0.028739599511027336), ('born', 0.018709776923060417), ('named', 0.017880121245980263), ('her', 0.01433948427438736)]"
fine,flour,fine flour,11.000031813111026,36,1.8782947049517107e-05,2.7642382963932732e-05,0.6794981125189079,11852.75,8850.0,1442,"[('$', 0.057515230029821396), ('imposed', 0.0502760224044323), ('a', 0.03611699491739273), ('for', 0.028187021613121033), ('paid', 0.02650492452085018)]"
smiling,pool,smiling pool,10.986433710771234,20,8.006736487331523e-05,0.00013054021554381734,0.6133540115569955,6791.875,3632.0,248,"[('a', 0.06075530871748924), ('the', 0.04756711423397064), ('not', 0.02999470941722393), ('so', 0.02991221286356449), ('just', 0.021106328815221786)]"
united,states,united states,10.982317681457593,1024,0.00017923954783327645,1.2811284577196602e-05,13.990755318347484,1119.25,6670.625,103,"[('not', 0.055308450013399124), ('the', 0.04838427156209946), ('a', 0.038514137268066406), ('hes', 0.022984160110354424), ('in', 0.013293182477355003)]"
dining,room,dining room,10.978621227434344,36,0.0015890583329110086,0.0006650154643068618,2.3895058358789694,497.0,1383.0,11,"[('a', 0.04603414610028267), ('very', 0.034436970949172974), ('so', 0.02439098060131073), ('great', 0.024251997470855713), ('also', 0.015442111529409885)]"
vice,president,vice president,10.976783659048799,167,0.00011503406679480577,8.928124069740306e-05,1.2884461046490787,2643.125,3465.875,287,"[('also', 0.034927256405353546), ('a', 0.031289488077163696), ('arrested', 0.0252968892455101), ('not', 0.018450923264026642), ('found', 0.01450042799115181)]"
burnt,offering,burnt offering,10.961808712332347,184,1.115628600700802e-05,8.190590044421242e-06,1.3620857528581554,4094.5,7799.25,637,"[('a', 0.07440327107906342), ('not', 0.043727416545152664), ('the', 0.041496098041534424), ('hes', 0.029130294919013977), ('so', 0.01511098351329565)]"
subsidized,wheat,subsidized wheat,10.956806667599677,20,3.279871424410885e-05,2.5346389525893187e-05,1.2940191821246403,3175.25,3983.25,690,"[('hes', 0.05082833766937256), ('a', 0.049516987055540085), ('$', 0.04265342652797699), ('not', 0.03707236051559448), ('the', 0.028958462178707123)]"
sets,quarterly,sets quarterly,10.947729811441103,89,2.0950466392832823e-06,5.430066014611157e-07,3.8582341976063566,14127.5,19199.375,939,"[('a', 0.03924074023962021), ('made', 0.03485141322016716), ('designed', 0.03206794708967209), ('set', 0.02791004627943039), ('created', 0.019782884046435356)]"
undisclosed,amount,undisclosed amount,10.934905100494621,54,9.187256995346615e-05,2.784066456129608e-05,3.2999417004286182,1641.875,5459.125,391,"[('a', 0.05483674630522728), ('the', 0.051005952060222626), ('not', 0.037803322076797485), ('revealed', 0.02051398903131485), ('that', 0.020253194496035576)]"
base,lending,base lending,10.93450503172501,48,1.2471388046719767e-06,1.348576400772572e-06,0.9247817209002888,12180.125,13812.0,4459,"[('built', 0.05902230739593506), ('a', 0.030170954763889313), ('set', 0.02319454960525036), ('also', 0.014436476863920689), ('constructed', 0.013749552890658379)]"
fine,linen,fine linen,10.917569652919052,34,2.7918236639890015e-05,1.3818650460795112e-05,2.0203301848539286,10454.875,8302.25,981,"[('$', 0.057515230029821396), ('imposed', 0.0502760224044323), ('a', 0.03611699491739273), ('for', 0.028187021613121033), ('paid', 0.02650492452085018)]"
reserves,indirectly,reserves indirectly,10.915220550686506,23,3.167045163898763e-06,4.1096351788283414e-07,7.706390047015533,18595.5,26018.25,2652,"[('not', 0.031669002026319504), ('the', 0.025695497170090675), ('a', 0.023254362866282463), ('also', 0.021487252786755562), ('set', 0.014188561588525772)]"
electronic,goods,electronic goods,10.850455457060516,34,4.080588453803102e-06,1.720183243847373e-06,2.3721824220752388,10281.5,14749.375,5372,"[('hes', 0.07037084549665451), ('not', 0.0404917448759079), ('a', 0.03194179758429527), ('used', 0.023059885948896408), ('designed', 0.01949481852352619)]"
